unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri
"B82222ED-1FF2-6691-E053-6B04A8C02FB2","182000","2020-10-16","NG17 1AB","S","N","F","","ALCONA","MILL STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/B82222ED-1FF2-6691-E053-6B04A8C02FB2/current"
"1C3E72FE-7A78-F410-E063-4804A8C0DFA6","145000","2024-05-13","NG17 1AD","T","N","F","","15","PROSPECT PLACE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-7A78-F410-E063-4804A8C0DFA6/current"
"C18F412B-2B0C-81A6-E053-6B04A8C0AD18","122000","2021-02-12","NG17 1AD","S","N","F","","17","PROSPECT PLACE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/C18F412B-2B0C-81A6-E053-6B04A8C0AD18/current"
"A2479555-8013-74C7-E053-6B04A8C0887D","59000","2020-02-13","NG17 1AD","T","N","F","","28","PROSPECT PLACE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/A2479555-8013-74C7-E053-6B04A8C0887D/current"
"4777E0AF-02A2-5D59-E063-4804A8C09F8E","102000","2025-11-21","NG17 1AD","T","N","F","","30","PROSPECT PLACE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-02A2-5D59-E063-4804A8C09F8E/current"
"F5E8B082-48A4-3A13-E053-6C04A8C060B7","62750","2021-12-20","NG17 1AD","T","N","F","","34","PROSPECT PLACE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/F5E8B082-48A4-3A13-E053-6C04A8C060B7/current"
"0B853950-4656-69A5-E063-4704A8C07DAC","260000","2022-07-11","NG17 1AE","D","N","F","","BENTHAM HOUSE","CHURCH STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-4656-69A5-E063-4704A8C07DAC/current"
"0B853950-4633-69A5-E063-4704A8C07DAC","245000","2022-05-13","NG17 1AE","D","N","F","","HOLDEN HOUSE","CHURCH STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-4633-69A5-E063-4704A8C07DAC/current"
"1C3E72FE-7B10-F410-E063-4804A8C0DFA6","255000","2023-03-09","NG17 1AE","D","N","F","","PEEL HOUSE","CHURCH STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-7B10-F410-E063-4804A8C0DFA6/current"
"BC8936BC-5000-0E2C-E053-6C04A8C0DBF4","115000","2020-11-13","NG17 1AE","O","N","F","","PEEL HOUSE","CHURCH STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/BC8936BC-5000-0E2C-E053-6C04A8C0DBF4/current"
"1775CCF7-F8F4-38BA-E063-4704A8C05A7C","385000","2024-03-06","NG17 1AE","O","N","F","","THE OLD SCHOOL HOUSE","CHURCH STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF7-F8F4-38BA-E063-4704A8C05A7C/current"
"152AB734-8A40-E651-E063-4704A8C061D9","1750000","2023-11-08","NG17 1AE","O","N","F","","45","CHURCH STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/152AB734-8A40-E651-E063-4704A8C061D9/current"
"E2D14905-DA49-4C2D-E053-6B04A8C0422B","140000","2022-03-31","NG17 1AF","S","N","F","","4","FIREMANS ROW","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/E2D14905-DA49-4C2D-E053-6B04A8C0422B/current"
"402A3A66-337A-A7DF-E063-4804A8C0B80D","160000","2025-03-28","NG17 1AF","S","N","F","","5","FIREMANS ROW","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/402A3A66-337A-A7DF-E063-4804A8C0B80D/current"
"E7B085FC-99DF-7E31-E053-6C04A8C0E67F","175000","2022-07-27","NG17 1AF","T","N","F","","8","FIREMANS ROW","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/E7B085FC-99DF-7E31-E053-6C04A8C0E67F/current"
"BA558B33-8271-76EF-E053-6B04A8C0B4B7","225000","2020-11-24","NG17 1AL","O","N","F","","4","BROOK STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/BA558B33-8271-76EF-E053-6B04A8C0B4B7/current"
"E7B085FD-4218-7E31-E053-6C04A8C0E67F","135000","2022-02-18","NG17 1AL","O","N","F","","8","BROOK STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/E7B085FD-4218-7E31-E053-6C04A8C0E67F/current"
"F16F63C6-7F4D-0491-E053-6C04A8C032ED","160000","2022-11-09","NG17 1AL","T","N","F","","16A","BROOK STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/F16F63C6-7F4D-0491-E053-6C04A8C032ED/current"
"2859C1AD-005D-52B4-E063-4804A8C05948","120000","2024-10-28","NG17 1AN","O","N","F","","THE MORVEN ROOMS","MORVEN AVENUE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AD-005D-52B4-E063-4804A8C05948/current"
"25E9DA81-E887-555E-E063-4704A8C066F2","265000","2024-05-24","NG17 1AQ","O","N","F","","6","MARKET PLACE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/25E9DA81-E887-555E-E063-4704A8C066F2/current"
"DE2D0CE0-91A2-51EE-E053-6C04A8C00671","280000","2021-10-20","NG17 1AQ","O","N","F","","6","MARKET PLACE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/DE2D0CE0-91A2-51EE-E053-6C04A8C00671/current"
"1061746E-4A0E-3C34-E063-4804A8C0F9E7","230000","2023-12-04","NG17 1AR","D","N","F","","4","CHURCH MEWS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1061746E-4A0E-3C34-E063-4804A8C0F9E7/current"
"2F7F2B43-512D-E08F-E063-4804A8C05A49","252950","2025-01-31","NG17 1AR","D","N","F","","6","CHURCH MEWS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B43-512D-E08F-E063-4804A8C05A49/current"
"2F7F2B43-5133-E08F-E063-4804A8C05A49","225000","2025-01-20","NG17 1AR","D","N","F","","10","CHURCH MEWS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B43-5133-E08F-E063-4804A8C05A49/current"
"4777E0AF-04A5-5D59-E063-4804A8C09F8E","280000","2025-12-12","NG17 1AR","D","N","F","","11","CHURCH MEWS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-04A5-5D59-E063-4804A8C09F8E/current"
"FD226036-1853-4CB7-E053-4804A8C00430","252500","2023-03-31","NG17 1AR","D","N","F","","11","CHURCH MEWS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/FD226036-1853-4CB7-E053-4804A8C00430/current"
"EED73E75-F86D-6AF3-E053-6C04A8C08ABA","175000","2022-09-30","NG17 1AR","S","N","F","","15","CHURCH MEWS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/EED73E75-F86D-6AF3-E053-6C04A8C08ABA/current"
"F16F63C6-7EE8-0491-E053-6C04A8C032ED","220000","2022-11-07","NG17 1AT","T","N","F","","12","KING STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/F16F63C6-7EE8-0491-E053-6C04A8C032ED/current"
"2F7F2B43-537C-E08F-E063-4804A8C05A49","100000","2020-11-16","NG17 1AZ","T","N","F","","53","PORTLAND SQUARE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B43-537C-E08F-E063-4804A8C05A49/current"
"D707E536-8AF3-0AD9-E053-6B04A8C067CC","350000","2021-08-02","NG17 1BG","O","N","F","","MANOR HOUSE, 4","MANOR STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/D707E536-8AF3-0AD9-E053-6B04A8C067CC/current"
"F87E72F9-4564-176C-E053-6B04A8C0D2BE","190000","2022-12-09","NG17 1BG","S","N","F","","6","MANOR STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F9-4564-176C-E053-6B04A8C0D2BE/current"
"B32EBB14-3558-3C99-E053-6C04A8C09CA1","220000","2020-09-14","NG17 1BS","O","N","F","","COWPASTURE FARM","HIGH PAVEMENT","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/B32EBB14-3558-3C99-E053-6C04A8C09CA1/current"
"06C9F487-A129-9388-E063-4804A8C0BD98","182000","2023-07-14","NG17 1BS","D","N","F","","SPRING BUNGALOW","HIGH PAVEMENT","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/06C9F487-A129-9388-E063-4804A8C0BD98/current"
"D22473F5-CCE9-7B40-E053-6C04A8C0A630","255000","2021-09-30","NG17 1BS","D","N","F","","WINDRUSH","HIGH PAVEMENT","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/D22473F5-CCE9-7B40-E053-6C04A8C0A630/current"
"D22473F5-CCC0-7B40-E053-6C04A8C0A630","175000","2021-10-22","NG17 1BT","S","N","F","","ROSALIE","HIGH PAVEMENT","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/D22473F5-CCC0-7B40-E053-6C04A8C0A630/current"
"44F406B6-B93C-1095-E063-4704A8C048D4","183500","2024-10-06","NG17 1BT","D","N","F","","88","HIGH PAVEMENT","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/44F406B6-B93C-1095-E063-4704A8C048D4/current"
"402A3A66-D1C1-A7DF-E063-4804A8C0B80D","148000","2025-08-28","NG17 1BU","O","N","F","","RAILWAY INN","HIGH PAVEMENT","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/402A3A66-D1C1-A7DF-E063-4804A8C0B80D/current"
"0B853950-DB76-69A5-E063-4704A8C07DAC","75000","2023-08-18","NG17 1BU","O","N","F","","SHAKESPEARE INN","HIGH PAVEMENT","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-DB76-69A5-E063-4704A8C07DAC/current"
"CB0035E6-1748-58AE-E053-6B04A8C091AF","160000","2021-06-14","NG17 1BU","T","N","F","","55","HIGH PAVEMENT","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/CB0035E6-1748-58AE-E053-6B04A8C091AF/current"
"B82222ED-23FF-6691-E053-6B04A8C02FB2","160000","2020-10-30","NG17 1BU","T","N","F","","59","HIGH PAVEMENT","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/B82222ED-23FF-6691-E053-6B04A8C02FB2/current"
"FAC30767-DCD6-5E20-E053-4704A8C004EE","97000","2023-01-20","NG17 1BU","F","N","F","","61","HIGH PAVEMENT","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/FAC30767-DCD6-5E20-E053-4704A8C004EE/current"
"BEF7EBBF-2B81-7A76-E053-6B04A8C092F7","157500","2021-01-25","NG17 1BU","T","N","F","","63","HIGH PAVEMENT","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/BEF7EBBF-2B81-7A76-E053-6B04A8C092F7/current"
"CB0035E6-8D10-58AE-E053-6B04A8C091AF","140000","2021-07-09","NG17 1BU","S","N","F","","69A","HIGH PAVEMENT","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/CB0035E6-8D10-58AE-E053-6B04A8C091AF/current"
"402A3A66-D23D-A7DF-E063-4804A8C0B80D","1258050","2024-10-10","NG17 1BX","O","N","L","PLOT 8","CASTLEWOOD BUSINESS PARK","FARMWELL LANE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/402A3A66-D23D-A7DF-E063-4804A8C0B80D/current"
"FD226036-9AC5-4CB7-E053-4804A8C00430","20822630","2023-02-20","NG17 1BX","O","N","F","PLOT 8","CASTLEWOOD BUSINESS PARK","FARMWELL LANE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/FD226036-9AC5-4CB7-E053-4804A8C00430/current"
"F16F63C6-7FA2-0491-E053-6C04A8C032ED","3635000","2021-09-29","NG17 1BX","O","N","F","PLOT 8","CASTLEWOOD BUSINESS PARK","FARMWELL LANE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/F16F63C6-7FA2-0491-E053-6C04A8C032ED/current"
"B5755FFE-B13E-7D01-E053-6C04A8C036B6","6490000","2020-01-08","NG17 1BX","O","N","F","UNIT 9B","CASTLEWOOD BUSINESS PARK","FARMWELL LANE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/B5755FFE-B13E-7D01-E053-6C04A8C036B6/current"
"045A1899-6360-9A24-E063-4804A8C048EA","664244","2021-12-14","NG17 1BX","O","N","F","","UNIT 2C","FARMWELL LANE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/045A1899-6360-9A24-E063-4804A8C048EA/current"
"2ACACE8D-977A-295E-E063-4804A8C0B0EB","26415787","2023-02-20","NG17 1BX","O","N","F","","UNIT 9A","FARMWELL LANE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8D-977A-295E-E063-4804A8C0B0EB/current"
"2ACACE8D-9779-295E-E063-4804A8C0B0EB","4610000","2021-09-29","NG17 1BX","O","N","F","","UNIT 9A","FARMWELL LANE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8D-9779-295E-E063-4804A8C0B0EB/current"
"0B853950-DC4D-69A5-E063-4704A8C07DAC","1880000","2022-11-10","NG17 1BX","O","N","F","","UNIT 10","FARMWELL LANE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-DC4D-69A5-E063-4704A8C07DAC/current"
"1EAE3DF7-6DB3-9EB1-E063-4704A8C09D02","4900000","2022-12-14","NG17 1BY","O","N","F","","THE MARKET HALL","THE IDLEWELLS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF7-6DB3-9EB1-E063-4704A8C09D02/current"
"1EAE3DF7-6DB4-9EB1-E063-4704A8C09D02","3120000","2022-12-14","NG17 1BY","O","N","F","","THE MARKET HALL","THE IDLEWELLS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF7-6DB4-9EB1-E063-4704A8C09D02/current"
"C18F412B-B106-81A6-E053-6B04A8C0AD18","1650000","2020-07-03","NG17 1DA","O","N","F","","UNIT 1A","FOREST STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/C18F412B-B106-81A6-E053-6B04A8C0AD18/current"
"F87E72F9-EC20-176C-E053-6B04A8C0D2BE","18500","2022-08-03","NG17 1DG","O","N","F","","CRIERSYARD","LOW STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F9-EC20-176C-E053-6B04A8C0D2BE/current"
"C6209F60-4576-295E-E053-6C04A8C0DDCC","275000","2021-06-02","NG17 1DG","O","N","F","","14","LOW STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/C6209F60-4576-295E-E053-6C04A8C0DDCC/current"
"4777E0AF-9DC7-5D59-E063-4804A8C09F8E","295000","2025-02-04","NG17 1DG","O","N","F","","18A","LOW STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-9DC7-5D59-E063-4804A8C09F8E/current"
"A96E4ACC-E61C-9205-E053-6C04A8C0DA09","215000","2020-03-04","NG17 1DG","O","N","F","","32","LOW STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/A96E4ACC-E61C-9205-E053-6C04A8C0DA09/current"
"045A1899-62A8-9A24-E063-4804A8C048EA","280000","2023-08-01","NG17 1DG","O","N","F","","38","LOW STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/045A1899-62A8-9A24-E063-4804A8C048EA/current"
"DBA933FA-8363-669D-E053-6B04A8C0AD56","190000","2021-11-05","NG17 1DH","O","N","F","","3","LOW STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/DBA933FA-8363-669D-E053-6B04A8C0AD56/current"
"D4D42646-D0A0-27F6-E053-6C04A8C0A572","300000","2021-10-29","NG17 1DH","O","N","F","","9 - 11","LOW STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/D4D42646-D0A0-27F6-E053-6C04A8C0A572/current"
"A96E4ACC-E639-9205-E053-6C04A8C0DA09","109000","2020-04-16","NG17 1DH","O","N","F","","13","LOW STREET","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/A96E4ACC-E639-9205-E053-6C04A8C0DA09/current"
"F3B6C199-46DF-6E40-E053-6C04A8C0B3B4","4320000","2020-04-30","NG17 1DN","O","N","F","UNIT 2","ALBERT MARTIN BUSINESS CENTRE","KIRKBY ROAD","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/F3B6C199-46DF-6E40-E053-6C04A8C0B3B4/current"
"3B5CE842-0F07-EE3A-E063-4804A8C0D6F1","175000","2025-06-18","NG17 1DQ","S","N","F","","10","SPRING ROAD","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE842-0F07-EE3A-E063-4804A8C0D6F1/current"
"F87E72F9-EC29-176C-E053-6B04A8C0D2BE","155000","2023-02-15","NG17 1DR","S","N","F","","31","WILLOWBRIDGE LANE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F9-EC29-176C-E053-6B04A8C0D2BE/current"
"2131FCF6-E0B2-86E8-E063-4804A8C0372B","220000","2024-02-29","NG17 1DS","O","N","F","","8","WILLOWBRIDGE LANE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/2131FCF6-E0B2-86E8-E063-4804A8C0372B/current"
"D4D42646-2739-27F6-E053-6C04A8C0A572","110000","2021-07-23","NG17 1DS","T","N","F","","10","WILLOWBRIDGE LANE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/D4D42646-2739-27F6-E053-6C04A8C0A572/current"
"B32EBB13-C94A-3C99-E053-6C04A8C09CA1","141000","2020-08-21","NG17 1DS","T","N","F","","12","WILLOWBRIDGE LANE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/B32EBB13-C94A-3C99-E053-6C04A8C09CA1/current"
"2131FCF6-E0CE-86E8-E063-4804A8C0372B","127500","2024-06-14","NG17 1DT","S","N","F","","7","BONSER GARDENS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/2131FCF6-E0CE-86E8-E063-4804A8C0372B/current"
"F3B6C198-8D87-6E40-E053-6C04A8C0B3B4","165000","2023-01-06","NG17 1DT","S","N","F","","12","BONSER GARDENS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/F3B6C198-8D87-6E40-E053-6C04A8C0B3B4/current"
"38EDC0C3-3004-0F63-E063-4704A8C00424","180000","2025-06-13","NG17 1DT","S","N","F","","13","BONSER GARDENS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-3004-0F63-E063-4704A8C00424/current"
"1A0C5C63-8A51-7CBE-E063-4804A8C06C96","125000","2024-05-09","NG17 1DT","S","N","F","","13","BONSER GARDENS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1A0C5C63-8A51-7CBE-E063-4804A8C06C96/current"
"01EB45F0-0C9C-40F3-E063-4704A8C05FDE","110000","2023-04-04","NG17 1DT","S","N","F","","15","BONSER GARDENS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/01EB45F0-0C9C-40F3-E063-4704A8C05FDE/current"
"F16F63C6-7F45-0491-E053-6C04A8C032ED","110000","2022-11-29","NG17 1DT","S","N","F","","15","BONSER GARDENS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/F16F63C6-7F45-0491-E053-6C04A8C032ED/current"
"1C3E72FE-78D9-F410-E063-4804A8C0DFA6","145000","2024-03-11","NG17 1DT","S","N","F","","20","BONSER GARDENS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-78D9-F410-E063-4804A8C0DFA6/current"
"3B5CE842-0EBD-EE3A-E063-4804A8C0D6F1","143000","2025-07-04","NG17 1DT","S","N","F","","24","BONSER GARDENS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE842-0EBD-EE3A-E063-4804A8C0D6F1/current"
"F3B6C198-9036-6E40-E053-6C04A8C0B3B4","159000","2022-02-04","NG17 1DT","S","N","F","","27","BONSER GARDENS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/F3B6C198-9036-6E40-E053-6C04A8C0B3B4/current"
"42C129E4-ECCB-60A9-E063-4804A8C0C25D","145000","2025-10-23","NG17 1DT","S","N","F","","33","BONSER GARDENS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/42C129E4-ECCB-60A9-E063-4804A8C0C25D/current"
"2F7F2B43-5141-E08F-E063-4804A8C05A49","155000","2025-01-31","NG17 1DT","S","N","F","","40","BONSER GARDENS","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B43-5141-E08F-E063-4804A8C05A49/current"
"1061746E-4B4B-3C34-E063-4804A8C0F9E7","200000","2023-11-10","NG17 1DU","S","N","F","","DALEFIELD","DOVEDALE AVENUE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/1061746E-4B4B-3C34-E063-4804A8C0F9E7/current"
"D22473F5-CF25-7B40-E053-6C04A8C0A630","170000","2021-10-15","NG17 1DU","S","N","F","","DALEFIELD","DOVEDALE AVENUE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/D22473F5-CF25-7B40-E053-6C04A8C0A630/current"
"FAC30767-60E2-5E20-E053-4704A8C004EE","184000","2022-01-28","NG17 1DU","S","N","F","","LYNWOOD","DOVEDALE AVENUE","","SUTTON-IN-ASHFIELD","ASHFIELD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/FAC30767-60E2-5E20-E053-4704A8C004EE/current"
